Customer_ID,Customer_Name,Email_Address,Phone_Number,Account_Number,Account_Balance
1001,Joanna Oneill,charles@yahoo.com,23481398214359,1576951818,23247.26
1002,Daniel Williams,danny@hotmail.com,23481489766149,3089378173,66559.57
1003,Connie Shields,tanner@yahoo.com,23487868446134,5768436968,49993.45
1004,Heather Williams,patricia@gmail.com,23489981934350,1912995701,67964.3
1005,Samantha Oconnell,travis@gmail.com,23489122628256,1863034397,32433.57
1006,Benjamin Glass II,christopher@yahoo.com,23480893978083,4220863567,23230.3
1007,Kelly Schultz,alan@hotmail.com,23480841614639,6119106378,77197.16
1008,Deborah Reyes,kathryn@hotmail.com,23481371638319,9038527558,91735.1
1009,Steven Harmon,anthony@hotmail.com,23487432074523,3733461689,79580.93
1010,Kimberly Vargas,karen@gmail.com,23489972147112,5637747791,10632.64
1011,David Austin,david@gmail.com,23480674355978,5663076330,88087.47
1012,Susan Lin,melanie@hotmail.com,23481575026390,5830470599,72843.5
1013,Brandon Esparza,peter@yahoo.com,23487108446160,5570972363,38469.94
1014,John Moreno,michelle@yahoo.com,23487374377213,9717351872,97334.64
1015,Christina Bennett,brian@hotmail.com,23489196905548,6303340258,92245.34
1016,Timothy Anderson,richard@gmail.com,23481419355409,4266466941,6286.47
1017,Rebecca Luna,debra@yahoo.com,23481272042677,1040830454,25123.34
1018,Scott Vargas,isaiah@gmail.com,23487777909802,5102611752,3838.09
1019,Michael Scott DDS,susan@hotmail.com,23489972144388,1179784541,75018.5
1020,Tina Williams,anne@gmail.com,23487947523110,4400697308,44208.69
1021,Christopher Burton,david@gmail.com,23480394244475,7382004228,37494.78
1022,Michael Fowler,jamie@gmail.com,23480983901883,8545878040,63166.28
1023,Sharon Parsons,john@hotmail.com,23487605830413,7890723343,3043.0
1024,Aaron Crawford,nancy@hotmail.com,23487457257753,6740439400,17489.32
1025,Sara Cook,jerry@yahoo.com,23487980727404,7006388717,10855.33
1026,Tiffany Davis,eric@yahoo.com,23480985193689,3623404941,45006.01
1027,Michael Smith,ebony@gmail.com,23481849989538,9483870638,13408.34
1028,Greg Guzman,melanie@hotmail.com,23489643672548,9044806328,63775.84
1029,Marcus Charles,tyler@hotmail.com,23480477802873,4462904162,55691.18
1030,Matthew Lang,jennifer@yahoo.com,23487746517065,5308215823,19652.22
1031,Thomas Payne,christopher@yahoo.com,23489586686097,4973004177,49161.19
1032,Ryan Hayes,george@gmail.com,23480918164904,9700231170,67917.02
1033,Julie Pearson,garrett@yahoo.com,23480788668793,7574002953,22627.1
1034,Tracey Parker,kara@gmail.com,23481776625216,6362428326,74241.18
1035,Mark Mejia,travis@hotmail.com,23487949350526,9030957760,43462.89
1036,Nicole Jackson,lee@yahoo.com,23481103302620,7506506106,52900.09
1037,Benjamin Ray,christopher@gmail.com,23487314829236,3835659453,79021.42
1038,Megan Allen,james@hotmail.com,23489436856223,2383767931,8693.23
1039,Kimberly Archer,eddie@yahoo.com,23480219000878,8017020095,2521.88
1040,Jennifer Williams,angela@hotmail.com,23481368009789,4751372582,95987.25
1041,Erin Rivera,morgan@hotmail.com,23481737819952,8455260207,9710.99
1042,Nancy Lawrence,lisa@gmail.com,23487951093177,8206651996,3420.6
1043,Jennifer Sullivan,amber@gmail.com,23489584783589,7376034192,14142.2
1044,Jacqueline Harris,joseph@hotmail.com,23487889385047,4410033885,623.1
1045,Hector Mccoy,brian@gmail.com,23481379902891,6791050254,77461.13
1046,James Smith,barbara@yahoo.com,23481838161934,6947922164,56872.67
1047,Jacob Snyder,stephanie@gmail.com,23489958487371,3607791648,86462.67
1048,Kathryn Mitchell,kimberly@gmail.com,23489313313546,4057767497,34137.06
1049,Andrew Gomez,tiffany@hotmail.com,23480545062150,1136346958,68267.88
1050,Kari Mason,patrick@gmail.com,23489295302103,5669015536,95778.59
1051,Justin Barron,timothy@hotmail.com,23487505144293,3004903816,72855.52
1052,Joseph Le,megan@hotmail.com,23481122263644,9145012813,52862.63
1053,Carly Gray,derrick@gmail.com,23480699717002,5101913760,19094.68
1054,Ethan Lee,bryan@gmail.com,23481195537862,3322150992,20826.73
1055,Judith Hicks,robert@gmail.com,23487312886716,2045206074,82774.82
1056,Nicholas Valencia,holly@gmail.com,23489852973431,4006086273,50134.94
1057,Danielle Solomon,kevin@hotmail.com,23481153454051,5747956127,35712.87
1058,Mariah Mckee,rebecca@hotmail.com,23487763576795,1125506598,89985.6
1059,Justin Rogers,lisa@yahoo.com,23487744666787,2204127801,85356.82
1060,Michelle Frye,alexandra@gmail.com,23489260257262,8383800349,80179.43
1061,Wesley Yu,seth@gmail.com,23480495051256,8155126397,43943.92
1062,Rachel Phillips,elizabeth@yahoo.com,23481709072427,3880210528,62584.52
1063,Mary Simpson,carolyn@yahoo.com,23480115155764,3858199245,87410.29
1064,Jessica Soto,frank@yahoo.com,23487930388241,3112946882,56958.33
1065,Gwendolyn Hudson,sabrina@yahoo.com,23487988260922,9867677356,12806.52
1066,Danielle Ali,lee@gmail.com,23487227251665,6769110814,51772.96
1067,Justin Austin,dustin@gmail.com,23481866183203,8408939222,10181.21
1068,Leah Nichols,angela@hotmail.com,23481304595238,2002305548,49921.35
1069,Brian Bryant,jessica@hotmail.com,23489409196813,2112800039,5242.75
1070,Ashley Reynolds,jack@gmail.com,23487510248318,2249734561,54099.75
1071,Madison Hunt,kyle@yahoo.com,23481563114070,1478384314,2351.99
1072,Jason Ortiz,kenneth@gmail.com,23481744333988,5045892188,82150.65
1073,William Romero,jeffery@gmail.com,23481984858711,7755292104,29060.66
1074,Tammy Morrison,timothy@yahoo.com,23489880296841,4165038256,82832.04
1075,Paula Brown,sarah@hotmail.com,23481549179485,2334871184,39103.6
1076,Ryan Wilson,matthew@hotmail.com,23481538649410,7114738485,35854.73
1077,Marcus Chan,marcus@hotmail.com,23481130894901,8607593563,87257.01
1078,Jean Martin,dana@hotmail.com,23489381105036,3537363541,15870.52
1079,Christina Suarez,tina@yahoo.com,23481763229105,5752750352,28878.09
1080,Emma Jones,michelle@hotmail.com,23487366629382,9629398996,53488.94
1081,Sandra Jones,kevin@hotmail.com,23489725887408,8955834329,24215.7
1082,Andrew Cox,dustin@yahoo.com,23487192061206,2356892801,51824.2
1083,Michael Vargas,melissa@gmail.com,23480603457793,6235153847,61163.61
1084,James Henderson,laura@hotmail.com,23481447082726,8215463132,31292.71
1085,Todd Logan,mark@yahoo.com,23487837502201,2217162916,61902.63
1086,Jeffrey Anderson,sherri@hotmail.com,23481865938642,9737440352,54639.57
1087,Lance Wells,allison@gmail.com,23487860695792,6669955364,89191.66
1088,Katherine Garcia,stacy@hotmail.com,23487890385760,3957514493,58318.97
1089,Jeffrey Cruz,jason@yahoo.com,23489178442874,7760158051,93699.0
1090,Maria Kim,steven@hotmail.com,23480698074168,6221413488,98494.9
1091,John Donovan,adrian@yahoo.com,23480155955489,9446034734,65357.88
1092,Natalie Palmer,jason@gmail.com,23489352159078,8774793517,3324.25
1093,Gabrielle Hogan,ian@gmail.com,23487480428530,4078487866,42198.43
1094,Sharon Roberts,alan@hotmail.com,23480105756315,4159917292,20131.07
1095,Terrance Brown,brenda@yahoo.com,23489641747843,4333061009,88814.0
1096,Pamela Munoz,sheri@yahoo.com,23487424814794,8974804213,6033.26
1097,Emma Watts,thomas@yahoo.com,23487820762108,8419107020,20502.91
1098,Shawn Anderson,leah@hotmail.com,23489241989740,9682559090,81694.56
1099,Kevin Jones,diana@yahoo.com,23480723293073,6979820993,33027.96
1100,Kevin George,john@gmail.com,23481379486036,6975857369,75758.74
1101,Michael Underwood,karen@gmail.com,23481640893920,9898412960,91240.72
1102,Kim Rodriguez,felicia@hotmail.com,23487464188244,8416354530,6326.62
1103,James Garcia,melissa@hotmail.com,23487241647522,4964528773,49406.16
1104,Julie Serrano,christina@gmail.com,23480440716951,7648652474,80585.64
1105,James Hobbs,rachael@gmail.com,23487252252010,1417984375,56429.23
1106,Antonio Johnson,james@hotmail.com,23489225458204,6600955228,61039.17
1107,John Perez,lori@gmail.com,23489147418754,3811631556,83516.85
1108,Carrie Lynch,drew@yahoo.com,23481636023317,3478872199,80768.0
1109,Bruce Lowe,james@hotmail.com,23489902969226,7367038689,34649.97
1110,Heather Anderson,elizabeth@gmail.com,23489561801350,4853522356,7169.23
1111,Benjamin Nelson,charles@hotmail.com,23489382626443,1900939604,41682.39
1112,Stacy Martin,evelyn@hotmail.com,23489655095194,3797045905,73955.01
1113,Alexis Decker,debbie@gmail.com,23489567910238,4686932034,92943.42
1114,Grace Wells,cynthia@yahoo.com,23481438811626,9515634004,88763.11
1115,Kelly Thompson,kimberly@gmail.com,23487919990226,1241941984,47929.27
1116,Albert Carr,nicole@hotmail.com,23481696651173,3035280879,13033.51
1117,Donna Harmon,eric@yahoo.com,23487157146895,5059015523,72360.64
1118,Reginald Bryant,michael@gmail.com,23481259580383,8398297717,10495.72
1119,Shannon Calhoun,benjamin@yahoo.com,23480346810881,2052271302,49710.01
1120,Ashley Armstrong,brandon@gmail.com,23481138506797,1510253039,22601.98
1121,Christopher Schroeder,patricia@hotmail.com,23487379413359,6998543735,35090.74
1122,Abigail Hutchinson,juan@gmail.com,23481858021852,8495577948,47811.5
1123,Melissa Mcfarland,kirsten@gmail.com,23487568613005,6936078258,78176.03
1124,Rebecca Medina,bailey@hotmail.com,23480631406400,7206735763,87657.34
1125,Michael Hernandez,michael@gmail.com,23480574078155,1049832004,22852.74
1126,Linda Reese,samantha@yahoo.com,23489861314243,1500911893,93131.53
1127,Louis Contreras,stephanie@yahoo.com,23487591515743,5819174770,2732.75
1128,Cynthia Mann,cindy@hotmail.com,23487220786160,1966088651,78204.07
1129,Anthony Johnson,roberto@yahoo.com,23481232772727,7354397094,19697.81
1130,Mrs. Ashley Gilmore,melissa@yahoo.com,23489200478487,3546395964,60853.08
1131,Brandi Reyes,susan@hotmail.com,23481405067716,6944062423,38000.9
1132,Peggy Massey,brandon@gmail.com,23481996524668,8313199661,68391.15
1133,Hector Jacobs,shelby@yahoo.com,23481905238350,1537886416,1907.68
1134,Kristen Sparks,nathaniel@hotmail.com,23489704782275,2396847823,48269.12
1135,Angela Howard,keith@gmail.com,23481726579237,3308592457,38773.77
1136,Bianca Wade,christopher@gmail.com,23480664804742,4009663602,37785.06
1137,Anthony Smith,adam@gmail.com,23481547126482,7571676457,12611.22
1138,April Hardin,jeremy@yahoo.com,23480364309534,9864519004,70163.64
1139,Shannon Stewart,glen@gmail.com,23487826824988,3799033030,54999.54
1140,Robert Benton,amy@hotmail.com,23480452893605,1503911634,11646.76
1141,Thomas Gomez,douglas@yahoo.com,23480405244667,3985929521,11887.46
1142,Michael Hill,david@gmail.com,23480523236607,9612801012,61603.75
1143,Dana Harvey,kristy@yahoo.com,23489733871129,2349891418,90364.77
1144,William Alvarez,james@gmail.com,23480998697433,1168118608,35243.73
1145,Linda Young,debra@hotmail.com,23489265115158,3469954227,34378.25
1146,Dr. Brian Brady,martha@hotmail.com,23480187040987,3803069611,91815.05
1147,Derrick Esparza,lisa@hotmail.com,23487991956502,9967122592,23893.2
1148,Jason Johnson,dalton@yahoo.com,23487587538394,4234405592,9289.88
1149,Melanie Baker,susan@yahoo.com,23489738021964,6577349701,1103.96
1150,Alex Sims,ashley@hotmail.com,23480453719460,6031997439,41365.24
1151,Nicholas Mcdaniel,jared@hotmail.com,23480804560130,3826772991,75281.65
1152,Pamela Garcia,jillian@gmail.com,23487448875327,6361566970,80792.73
1153,James Tyler,cheryl@yahoo.com,23481326953436,7588919626,53668.14
1154,Adam Ward,wayne@yahoo.com,23480960666308,9576178517,4673.39
1155,Melissa Dorsey,charles@yahoo.com,23489447002051,3192968846,80196.53
1156,Robert Reilly,ian@gmail.com,23480898649166,3954638206,87338.26
1157,Jose Velez,toni@gmail.com,23480687504515,1192137756,25067.25
1158,Ruth Jackson,margaret@hotmail.com,23487199375888,1157771113,5782.68
1159,Jesse Lucas,seth@yahoo.com,23487373980159,5903423844,5759.79
1160,Shawn Bailey,brandy@hotmail.com,23481357784072,3371125304,43911.73
1161,Dwayne Hampton,tony@hotmail.com,23487195765217,7836656538,28331.34
1162,Maureen Snyder,robert@hotmail.com,23480323577467,2191405559,31481.18
1163,Mark Gutierrez,stacey@gmail.com,23481517151813,2812540682,60281.36
1164,Debbie Leonard,richard@hotmail.com,23487405947579,7656549104,89053.43
1165,Nicholas Zuniga,shirley@hotmail.com,23481229495399,6414555491,99809.07
1166,Chelsea Miller,janice@hotmail.com,23489627040908,5996418672,13058.65
1167,Ashley Carney,cathy@hotmail.com,23487890155099,2958796094,39842.08
1168,Doris Anderson,justin@yahoo.com,23489835472281,9352596797,65792.52
1169,Alexander Joyce,theresa@gmail.com,23481485520835,8200622923,65693.37
1170,David Ortiz,steven@gmail.com,23480993409974,1875155003,7730.15
1171,Brad Trujillo,sarah@gmail.com,23489650457212,3772707308,93843.18
1172,Stacy White,bobby@hotmail.com,23481625728730,8363485082,20665.51
1173,Amy Mullen,jeremy@yahoo.com,23487516707955,5999526932,70554.99
1174,Destiny Durham,charles@yahoo.com,23487388277560,4528606855,81361.14
1175,Angela Martin,nathaniel@gmail.com,23487196875511,8678474092,89774.25
1176,Emily Ferrell,andre@hotmail.com,23487970798567,2627543095,85890.14
1177,George Robinson,sharon@gmail.com,23489759135517,2062994474,44409.83
1178,Stephen Smith,anthony@hotmail.com,23481566117682,2160179042,30341.62
1179,Jermaine Martinez,carla@gmail.com,23487199801582,3282647005,36756.67
1180,Jessica Larson,victoria@gmail.com,23480651196193,2747112232,55185.44
1181,Kristen Baker,april@gmail.com,23489597706044,5677108385,86910.2
1182,Lauren Wood,leslie@hotmail.com,23481795366600,9200146508,24496.16
1183,Joseph Hendrix,kenneth@gmail.com,23481631848216,8636756590,89308.55
1184,Tamara Scott,robert@yahoo.com,23480412139994,4427802090,31954.01
1185,Anthony Young,alexandra@hotmail.com,23487569606919,2175304017,54187.78
1186,Brooke Marshall,patricia@yahoo.com,23480960652062,5715645840,10527.38
1187,Sally White,jacob@hotmail.com,23487422544807,6249418877,34728.88
1188,Roy Schwartz,sonya@yahoo.com,23481237213199,5087876256,41142.3
1189,Jeffrey Carter,jeremy@gmail.com,23489366989670,1530443469,95061.29
1190,Jodi Wilson DDS,mark@gmail.com,23487417270985,9055262383,48672.15
1191,Justin Evans,mitchell@gmail.com,23480691625661,8760139014,7936.76
1192,Victoria Anderson,douglas@hotmail.com,23480148420285,1206000737,91213.72
1193,Christina Lewis,ashley@yahoo.com,23480648307963,8524236872,84158.39
1194,Robert Sullivan,ann@hotmail.com,23487543476209,6070949719,52147.4
1195,Stacey Haynes,kimberly@gmail.com,23480598921108,7024341290,30563.43
1196,Ana Simpson,melinda@hotmail.com,23489481669733,3543952630,55341.27
1197,Samantha Chavez,ronnie@hotmail.com,23489728748729,2112658672,12362.53
1198,Stanley Mcfarland,sharon@gmail.com,23480925328186,4063268031,72518.58
1199,Christian Morris,brandon@yahoo.com,23480222337296,3824211316,78815.21
1200,Tracy White,miranda@hotmail.com,23487292792696,5907730882,3683.18
1201,Eric Brown,brett@gmail.com,23481521934734,2148345015,23587.01
1202,Joseph Reyes,david@gmail.com,23480189432561,4339458019,44083.71
1203,Andre Oconnor,madeline@yahoo.com,23487856320718,2966178433,76442.78
1204,Earl Young,nicole@hotmail.com,23489437097333,6526848362,95309.19
1205,Kelly Koch,kathy@gmail.com,23487913202948,9386423260,2226.84
1206,Amy Hansen,patrick@yahoo.com,23487769811308,6277501644,83648.89
1207,Kim Williams,adam@gmail.com,23489466504998,6607773451,27102.83
1208,Denise Andrews,elizabeth@yahoo.com,23481326632940,8604576329,58865.19
1209,Sharon Davis,timothy@hotmail.com,23481183988650,4630302254,30111.24
1210,Lisa Phillips,evelyn@gmail.com,23489823067158,3725915610,96513.14
